user_id,event_type,event_time
1001,click,2024-05-05 17:49:10
1001,view,2024-05-05 17:51:05
1001,view,2024-05-05 17:51:15
1001,view,2024-05-05 17:51:49
1001,view,2024-05-07 04:35:59
1001,view,2024-05-07 04:36:25
1001,click,2024-05-07 04:41:43
1001,view,2024-05-07 04:41:47
1001,view,2024-05-07 04:43:08
1001,view,2024-05-07 12:14:42
1001,view,2024-05-07 12:17:35
1001,view,2024-05-07 12:17:41
1001,view,2024-05-07 12:20:44
1001,click,2024-05-07 12:20:54
1002,view,2024-05-02 10:25:18
1002,view,2024-05-02 10:25:27
1002,click,2024-05-02 10:26:26
1002,purchase,2024-05-02 10:26:36
1002,view,2024-05-02 10:28:32
1002,view,2024-05-02 10:31:51
1002,view,2024-05-02 10:32:32
1002,view,2024-05-02 16:32:23
1002,click,2024-05-02 16:32:34
1002,click,2024-05-02 16:38:20
1002,view,2024-05-02 16:38:25
1002,click,2024-05-02 16:39:03
1002,view,2024-05-02 16:41:04
1002,view,2024-05-03 01:52:19
1002,view,2024-05-03 01:52:23
1002,view,2024-05-03 01:56:42
1002,view,2024-05-03 01:57:31
1002,view,2024-05-03 01:58:02
1002,view,2024-05-03 02:00:07
1002,view,2024-05-03 02:00:27
1002,click,2024-05-04 11:55:13
1002,view,2024-05-04 11:56:33
1002,click,2024-05-04 11:58:27
1002,click,2024-05-04 11:59:31
1002,view,2024-05-04 16:42:31
1002,view,2024-05-04 16:43:01
1002,click,2024-05-04 16:43:16
1002,click,2024-05-04 16:43:54
1002,view,2024-05-04 16:44:27
1002,click,2024-05-04 16:50:07
1002,view,2024-05-04 16:50:54
1002,view,2024-05-05 06:28:44
1002,click,2024-05-05 06:29:13
1002,view,2024-05-05 06:31:07
1002,view,2024-05-05 06:32:05
1002,view,2024-05-05 06:32:57
1002,view,2024-05-06 17:42:58
1002,view,2024-05-06 17:45:41
1002,view,2024-05-06 17:47:10
1002,click,2024-05-06 17:48:13
1002,view,2024-05-06 17:48:45
1002,view,2024-05-06 17:49:25
1002,purchase,2024-05-06 17:49:43
1002,click,2024-05-06 19:26:15
1002,view,2024-05-06 19:26:29
1002,view,2024-05-06 19:28:14
1002,view,2024-05-06 19:28:50
1002,click,2024-05-06 19:30:23
1002,click,2024-05-06 19:31:23
1002,view,2024-05-06 19:31:54
1002,view,2024-05-06 19:34:11
1002,view,2024-05-07 18:04:23
1002,purchase,2024-05-07 18:05:47
1002,click,2024-05-07 18:05:55
1003,purchase,2024-05-01 17:41:24
1003,view,2024-05-01 17:41:36
1003,purchase,2024-05-01 17:41:55
1003,view,2024-05-01 17:42:29
1003,purchase,2024-05-01 17:42:46
1003,view,2024-05-01 17:43:16
1003,purchase,2024-05-01 17:45:31
1003,view,2024-05-01 17:48:06
1003,click,2024-05-01 17:48:28
1003,click,2024-05-01 20:04:54
1003,click,2024-05-01 20:07:03
1003,view,2024-05-01 20:07:16
1003,click,2024-05-01 20:07:32
1003,view,2024-05-01 20:11:45
1003,view,2024-05-01 20:12:05
1003,click,2024-05-02 10:58:31
1003,purchase,2024-05-02 11:02:46
1003,view,2024-05-02 11:03:55
1003,view,2024-05-02 11:03:56
1003,view,2024-05-02 11:04:00
1003,click,2024-05-02 11:05:57
1003,click,2024-05-02 11:06:55
1003,view,2024-05-02 11:06:55
1003,view,2024-05-02 19:46:30
1003,view,2024-05-02 19:46:41
1003,view,2024-05-02 19:49:23
1003,view,2024-05-02 19:50:57
1003,view,2024-05-02 19:52:12
1003,click,2024-05-02 19:52:35
1003,view,2024-05-02 19:52:58
1003,purchase,2024-05-02 19:54:09
1003,view,2024-05-03 02:29:39
1003,click,2024-05-03 02:31:41
1003,view,2024-05-03 02:36:57
1003,click,2024-05-03 12:52:10
1003,click,2024-05-03 12:52:29
1003,view,2024-05-03 12:57:26
1003,view,2024-05-03 12:57:33
1003,view,2024-05-03 12:58:20
1003,view,2024-05-03 12:59:09
1003,view,2024-05-03 13:00:02
1003,view,2024-05-03 13:01:12
1003,view,2024-05-03 13:01:25
1003,click,2024-05-04 11:10:28
1003,view,2024-05-04 11:10:47
1003,view,2024-05-04 11:13:03
1003,click,2024-05-04 11:13:38
1003,view,2024-05-04 11:13:43
1003,click,2024-05-04 11:15:11
1003,click,2024-05-04 11:16:32
1003,click,2024-05-04 11:17:17
1003,view,2024-05-04 11:18:13
1003,view,2024-05-05 03:29:47
1003,click,2024-05-05 03:30:21
1003,view,2024-05-05 03:32:07
1003,click,2024-05-05 03:35:31
1003,view,2024-05-05 06:49:32
1003,click,2024-05-05 06:51:37
1003,view,2024-05-05 06:52:34
1003,click,2024-05-05 06:52:37
1003,view,2024-05-05 06:55:48
1003,view,2024-05-05 06:56:21
1003,purchase,2024-05-07 21:14:14
1003,view,2024-05-07 21:14:53
1003,view,2024-05-07 21:16:09
1003,click,2024-05-07 21:17:07
1003,view,2024-05-07 21:20:06
1003,view,2024-05-07 21:22:52
1004,click,2024-05-01 00:07:54
1004,click,2024-05-01 00:09:35
1004,click,2024-05-01 00:09:49
1004,view,2024-05-01 00:10:45
1004,view,2024-05-01 01:35:24
1004,click,2024-05-01 01:35:56
1004,view,2024-05-01 01:38:58
1004,view,2024-05-01 01:41:45
1004,view,2024-05-01 01:42:27
1004,click,2024-05-01 01:43:59
1004,view,2024-05-01 01:44:35
1004,view,2024-05-02 07:10:28
1004,purchase,2024-05-02 07:16:34
1004,click,2024-05-02 07:17:00
1004,view,2024-05-02 07:19:45
1004,view,2024-05-03 03:13:29
1004,click,2024-05-03 03:16:46
1004,click,2024-05-03 03:17:03
1004,view,2024-05-03 03:22:12
1004,click,2024-05-03 08:49:23
1004,view,2024-05-03 08:49:38
1004,view,2024-05-03 08:56:46
1004,click,2024-05-04 06:07:36
1004,view,2024-05-04 06:07:37
1004,purchase,2024-05-04 06:14:00
1004,view,2024-05-04 06:15:52
1004,click,2024-05-04 06:16:01
1004,click,2024-05-04 06:16:08
1004,purchase,2024-05-04 06:17:00
1004,click,2024-05-04 16:04:04
1004,view,2024-05-04 16:05:45
1004,view,2024-05-04 16:05:56
1004,view,2024-05-04 23:38:48
1004,purchase,2024-05-04 23:39:31
1004,purchase,2024-05-04 23:39:43
1004,click,2024-05-04 23:39:50
1004,click,2024-05-04 23:39:54
1004,view,2024-05-04 23:45:48
1004,purchase,2024-05-04 23:46:25
1004,view,2024-05-06 08:55:49
1004,purchase,2024-05-06 08:57:22
1004,purchase,2024-05-06 08:58:55
1004,click,2024-05-06 08:59:49
1004,click,2024-05-06 08:59:58
1004,view,2024-05-06 09:00:42
1004,view,2024-05-06 09:02:47
1004,purchase,2024-05-06 09:41:30
1004,click,2024-05-06 09:42:52
1004,click,2024-05-06 09:44:10
1004,view,2024-05-06 13:01:00
1004,click,2024-05-06 13:04:23
1004,view,2024-05-06 13:06:58
1004,view,2024-05-06 13:07:19
1004,click,2024-05-06 13:08:55
1004,purchase,2024-05-06 13:23:38
1004,view,2024-05-06 13:24:09
1004,click,2024-05-06 13:26:37
1004,view,2024-05-06 14:44:39
1004,view,2024-05-06 14:45:14
1004,view,2024-05-06 14:46:29
1004,view,2024-05-06 14:46:49
1004,click,2024-05-06 14:46:51
1004,click,2024-05-06 14:48:17
1004,click,2024-05-06 14:51:25
1004,view,2024-05-07 16:00:28
1004,view,2024-05-07 16:00:52
1004,click,2024-05-07 16:02:24
1004,view,2024-05-07 16:05:43
1004,click,2024-05-07 16:06:10
1004,view,2024-05-07 16:06:31
1004,view,2024-05-07 16:07:20
1004,view,2024-05-07 16:08:12
1004,view,2024-05-07 20:57:57
1004,click,2024-05-07 21:02:14
1004,click,2024-05-07 21:06:35
1004,click,2024-05-07 21:06:58
1005,click,2024-05-02 03:35:50
1005,view,2024-05-02 03:36:54
1005,click,2024-05-02 03:37:51
1005,view,2024-05-02 03:38:07
1005,view,2024-05-02 03:38:09
1005,view,2024-05-02 03:42:01
1005,click,2024-05-02 03:42:09
1005,click,2024-05-02 03:43:17
1005,view,2024-05-02 03:43:58
1005,purchase,2024-05-04 19:21:03
1005,click,2024-05-04 19:21:06
1005,view,2024-05-04 19:21:23
1005,click,2024-05-04 19:21:43
1005,view,2024-05-04 19:23:49
1005,click,2024-05-06 14:50:58
1005,view,2024-05-06 14:52:43
1005,click,2024-05-06 14:54:13
1005,view,2024-05-06 14:54:54
1005,purchase,2024-05-06 14:55:14
1005,click,2024-05-06 14:56:28
1005,view,2024-05-06 14:59:21
1005,click,2024-05-07 19:58:41
1005,view,2024-05-07 19:59:05
1005,view,2024-05-07 20:00:49
1005,purchase,2024-05-07 20:02:32
1005,click,2024-05-07 20:02:53
1005,purchase,2024-05-07 20:04:12
1005,view,2024-05-07 20:04:32
1006,click,2024-05-01 09:39:27
1006,view,2024-05-01 09:40:01
1006,click,2024-05-01 09:40:02
1006,click,2024-05-01 09:40:10
1006,view,2024-05-01 09:42:58
1006,view,2024-05-01 09:44:19
1006,click,2024-05-01 09:44:34
1006,click,2024-05-02 01:31:57
1006,purchase,2024-05-02 01:33:00
1006,click,2024-05-02 01:33:30
1006,purchase,2024-05-02 01:33:42
1006,view,2024-05-02 01:34:32
1006,view,2024-05-02 01:37:42
1006,view,2024-05-02 01:38:00
1006,view,2024-05-02 04:13:35
1006,click,2024-05-02 04:13:41
1006,view,2024-05-02 04:14:23
1006,click,2024-05-02 04:14:25
1006,click,2024-05-02 04:18:52
1006,click,2024-05-02 04:19:27
1006,view,2024-05-02 04:21:10
1006,view,2024-05-03 22:22:25
1006,click,2024-05-03 22:24:00
1006,view,2024-05-03 22:26:39
1006,view,2024-05-03 22:26:43
1006,view,2024-05-03 22:27:27
1006,click,2024-05-03 22:28:43
1006,view,2024-05-03 22:30:37
1006,purchase,2024-05-04 09:24:21
1006,click,2024-05-04 09:25:08
1006,view,2024-05-04 09:25:30
1006,view,2024-05-04 09:27:04
1006,view,2024-05-04 09:29:03
1006,view,2024-05-04 09:30:35
1006,click,2024-05-04 09:32:27
1006,click,2024-05-04 22:45:23
1006,view,2024-05-04 22:47:42
1006,view,2024-05-04 22:48:14
1006,view,2024-05-04 22:50:17
1006,purchase,2024-05-04 22:52:11
1006,click,2024-05-04 22:53:01
1006,view,2024-05-04 22:53:29
1006,view,2024-05-05 00:17:30
1006,view,2024-05-05 00:17:51
1006,view,2024-05-05 00:18:34
1006,view,2024-05-05 00:18:56
1006,view,2024-05-05 00:20:46
1006,view,2024-05-05 00:23:55
1006,view,2024-05-05 00:25:32
1006,click,2024-05-06 10:20:21
1006,view,2024-05-06 10:22:38
1006,click,2024-05-06 10:23:52
1006,view,2024-05-06 13:08:55
1006,view,2024-05-06 13:09:32
1006,click,2024-05-06 13:10:39
1006,click,2024-05-06 13:11:03
1006,click,2024-05-06 13:12:22
1006,click,2024-05-06 13:13:43
1006,click,2024-05-06 13:14:04
1006,view,2024-05-06 13:14:49
1006,view,2024-05-06 13:15:48
1006,view,2024-05-07 03:30:41
1006,view,2024-05-07 03:31:04
1006,click,2024-05-07 03:32:03
1006,click,2024-05-07 03:32:48
1006,view,2024-05-07 03:32:49
1006,click,2024-05-07 03:35:15
1006,view,2024-05-07 03:36:09
1006,purchase,2024-05-07 03:36:28
1006,view,2024-05-07 11:52:36
1006,click,2024-05-07 11:54:23
1006,view,2024-05-07 11:55:45
1006,view,2024-05-07 11:56:26
1006,click,2024-05-07 11:57:59
1006,view,2024-05-07 11:58:37
1006,view,2024-05-07 11:59:19
1006,view,2024-05-07 11:59:58
1007,view,2024-05-01 00:09:07
1007,click,2024-05-01 00:09:28
1007,click,2024-05-01 00:11:10
1007,view,2024-05-01 00:11:43
1007,purchase,2024-05-01 00:12:00
1007,view,2024-05-01 00:12:02
1007,view,2024-05-01 00:12:42
1007,view,2024-05-01 02:01:57
1007,click,2024-05-01 02:03:07
1007,click,2024-05-01 02:03:26
1007,view,2024-05-01 02:04:26
1007,view,2024-05-01 02:04:54
1007,view,2024-05-01 02:06:28
1007,purchase,2024-05-01 02:10:38
1007,view,2024-05-01 14:52:59
1007,purchase,2024-05-01 14:54:25
1007,view,2024-05-01 14:56:13
1007,purchase,2024-05-01 14:58:13
1007,click,2024-05-01 14:58:29
1007,purchase,2024-05-01 14:59:01
1007,view,2024-05-01 15:01:18
1007,view,2024-05-03 17:21:55
1007,view,2024-05-03 17:25:47
1007,view,2024-05-03 17:26:27
1007,click,2024-05-03 17:27:55
1007,click,2024-05-04 13:51:53
1007,click,2024-05-04 13:54:11
1007,view,2024-05-04 13:57:25
1007,view,2024-05-04 17:47:14
1007,click,2024-05-04 17:50:23
1007,view,2024-05-04 17:51:47
1007,click,2024-05-05 15:00:08
1007,view,2024-05-05 15:02:06
1007,view,2024-05-05 15:02:58
1007,view,2024-05-05 15:04:40
1007,purchase,2024-05-05 19:38:52
1007,click,2024-05-05 19:39:33
1007,view,2024-05-05 19:40:30
1007,click,2024-05-05 19:42:35
1007,click,2024-05-05 19:43:44
1007,view,2024-05-05 19:46:43
1007,view,2024-05-05 19:46:54
1007,click,2024-05-07 00:00:06
1007,view,2024-05-07 00:02:04
1007,view,2024-05-07 00:03:13
1007,purchase,2024-05-07 00:04:02
1007,click,2024-05-07 00:04:32
1007,view,2024-05-07 00:06:10
1007,click,2024-05-07 01:34:54
1007,view,2024-05-07 01:35:34
1007,view,2024-05-07 01:35:48
1007,view,2024-05-07 01:36:28
1007,view,2024-05-07 01:37:12
1007,click,2024-05-07 01:38:32
1007,view,2024-05-07 01:38:51
1007,click,2024-05-07 01:40:13
1007,click,2024-05-07 01:42:02
1007,view,2024-05-07 02:33:00
1007,view,2024-05-07 02:33:07
1007,purchase,2024-05-07 02:35:08
1007,view,2024-05-07 02:35:15
1007,view,2024-05-07 02:37:44
1007,view,2024-05-07 02:38:04
1007,purchase,2024-05-07 02:38:24
1007,view,2024-05-07 02:40:43
1007,view,2024-05-07 04:06:44
1007,click,2024-05-07 04:07:30
1007,view,2024-05-07 04:07:54
1007,view,2024-05-07 04:11:59
1007,view,2024-05-07 04:12:47
1007,view,2024-05-07 11:44:57
1007,view,2024-05-07 11:48:13
1007,view,2024-05-07 11:50:47
1007,click,2024-05-07 11:51:20
1007,click,2024-05-07 11:52:04
1007,view,2024-05-07 11:52:12
1007,view,2024-05-07 11:52:28
1007,view,2024-05-07 11:52:52
1007,view,2024-05-07 11:53:37
1007,purchase,2024-05-07 14:40:56
1007,view,2024-05-07 14:41:15
1007,view,2024-05-07 14:42:16
1007,click,2024-05-07 14:42:36
1007,view,2024-05-07 14:47:33
1007,view,2024-05-07 14:48:09
1008,view,2024-05-01 16:11:17
1008,view,2024-05-01 16:15:02
1008,view,2024-05-01 16:15:16
1008,click,2024-05-01 16:18:15
1008,view,2024-05-02 13:06:53
1008,purchase,2024-05-02 13:07:08
1008,view,2024-05-02 13:07:36
1008,view,2024-05-02 13:07:42
1008,click,2024-05-02 13:08:11
1008,view,2024-05-02 13:09:27
1008,view,2024-05-02 13:09:35
1008,view,2024-05-02 13:09:42
1008,click,2024-05-02 13:11:35
1008,view,2024-05-02 13:35:40
1008,view,2024-05-02 13:37:06
1008,view,2024-05-02 13:39:29
1008,purchase,2024-05-03 00:16:59
1008,view,2024-05-03 00:18:16
1008,click,2024-05-03 00:19:11
1008,view,2024-05-03 00:21:20
1008,view,2024-05-03 00:24:19
1008,click,2024-05-03 19:53:57
1008,view,2024-05-03 19:54:26
1008,click,2024-05-03 19:55:32
1008,click,2024-05-03 19:56:53
1008,click,2024-05-03 19:58:57
1008,click,2024-05-04 13:55:26
1008,view,2024-05-04 13:56:19
1008,view,2024-05-04 14:00:56
1008,view,2024-05-04 14:02:14
1008,click,2024-05-05 23:50:34
1008,view,2024-05-05 23:51:35
1008,purchase,2024-05-05 23:54:16
1008,view,2024-05-06 13:25:20
1008,view,2024-05-06 13:25:27
1008,view,2024-05-06 13:26:10
1008,purchase,2024-05-06 13:27:02
1008,purchase,2024-05-06 13:27:12
1008,view,2024-05-06 13:28:50
1008,view,2024-05-06 13:29:53
1008,view,2024-05-06 13:30:13
1008,click,2024-05-06 13:34:49
1008,click,2024-05-06 23:47:35
1008,view,2024-05-06 23:48:41
1008,view,2024-05-06 23:49:02
1008,click,2024-05-06 23:51:09
1008,view,2024-05-06 23:51:09
1008,view,2024-05-06 23:51:43
1008,view,2024-05-06 23:51:45
1008,click,2024-05-06 23:54:08
1009,purchase,2024-05-01 21:25:29
1009,click,2024-05-01 21:27:29
1009,click,2024-05-01 21:27:33
1009,view,2024-05-01 21:28:06
1009,click,2024-05-01 21:30:23
1009,view,2024-05-01 21:32:00
1009,view,2024-05-01 21:32:16
1009,view,2024-05-02 02:35:11
1009,view,2024-05-02 02:36:55
1009,click,2024-05-02 02:38:57
1009,purchase,2024-05-02 02:39:39
1009,view,2024-05-02 02:41:11
1009,view,2024-05-02 02:41:33
1009,view,2024-05-02 02:43:36
1009,view,2024-05-02 02:43:49
1009,purchase,2024-05-02 03:44:06
1009,view,2024-05-02 03:44:30
1009,click,2024-05-02 03:46:54
1009,click,2024-05-02 03:50:17
1009,click,2024-05-02 03:51:27
1009,purchase,2024-05-02 15:19:44
1009,view,2024-05-02 15:20:20
1009,view,2024-05-02 15:20:39
1009,click,2024-05-02 15:20:44
1009,click,2024-05-02 15:21:10
1009,view,2024-05-02 15:23:06
1009,click,2024-05-04 20:23:21
1009,view,2024-05-04 20:23:26
1009,click,2024-05-04 20:24:12
1009,click,2024-05-04 20:28:11
1009,view,2024-05-04 20:28:22
1009,view,2024-05-04 20:30:09
1009,purchase,2024-05-04 20:30:23
1009,click,2024-05-04 20:32:28
1009,view,2024-05-04 22:24:21
1009,view,2024-05-04 22:26:41
1009,click,2024-05-04 22:28:26
1009,view,2024-05-04 22:29:32
1009,click,2024-05-04 22:30:25
1009,view,2024-05-04 22:30:35
1009,view,2024-05-04 22:31:12
1009,view,2024-05-04 22:31:49
1009,click,2024-05-05 16:59:45
1009,view,2024-05-05 17:00:56
1009,view,2024-05-05 17:02:31
1009,click,2024-05-05 17:04:45
1009,view,2024-05-05 17:05:02
1009,view,2024-05-05 21:50:43
1009,click,2024-05-05 21:51:07
1009,view,2024-05-05 21:53:25
1009,view,2024-05-05 21:54:14
1009,view,2024-05-05 21:55:17
1009,view,2024-05-06 05:00:38
1009,view,2024-05-06 05:01:48
1009,click,2024-05-06 05:02:57
1009,view,2024-05-06 05:03:53
1009,click,2024-05-06 05:04:26
1009,purchase,2024-05-06 05:05:56
1009,purchase,2024-05-06 05:07:28
1009,view,2024-05-06 05:08:21
1009,purchase,2024-05-07 03:37:00
1009,click,2024-05-07 03:38:20
1009,view,2024-05-07 03:39:37
1009,view,2024-05-07 03:39:56
1009,view,2024-05-07 03:40:11
1009,view,2024-05-07 03:42:37
1009,view,2024-05-07 03:42:41
1010,view,2024-05-01 18:10:14
1010,view,2024-05-01 18:13:19
1010,view,2024-05-01 18:14:29
1010,view,2024-05-01 18:19:42
1010,view,2024-05-02 02:19:19
1010,view,2024-05-02 02:19:25
1010,click,2024-05-02 02:22:27
1010,view,2024-05-02 02:22:33
1010,view,2024-05-02 02:24:17
1010,click,2024-05-02 02:26:02
1010,view,2024-05-02 02:47:08
1010,view,2024-05-02 02:47:21
1010,view,2024-05-02 02:50:40
1010,click,2024-05-02 02:50:50
1010,purchase,2024-05-02 02:50:56
1010,click,2024-05-02 02:51:58
1010,view,2024-05-02 02:52:02
1010,view,2024-05-02 02:53:25
1010,view,2024-05-02 08:46:53
1010,view,2024-05-02 08:47:02
1010,click,2024-05-02 08:48:42
1010,view,2024-05-02 08:50:53
1010,purchase,2024-05-03 02:11:38
1010,view,2024-05-03 02:12:48
1010,view,2024-05-03 02:16:22
1010,click,2024-05-03 02:17:46
1010,purchase,2024-05-03 02:19:18
1010,view,2024-05-03 02:19:31
1010,view,2024-05-03 02:20:30
1010,view,2024-05-04 16:49:20
1010,purchase,2024-05-04 16:49:39
1010,view,2024-05-04 16:51:00
1010,purchase,2024-05-04 16:51:28
1010,view,2024-05-04 16:51:32
1010,click,2024-05-04 16:52:51
1010,purchase,2024-05-04 16:53:26
1010,purchase,2024-05-04 16:55:52
1010,view,2024-05-04 16:56:19
1010,view,2024-05-07 21:30:34
1010,view,2024-05-07 21:31:09
1010,click,2024-05-07 21:31:49
1010,click,2024-05-07 21:36:02
1011,view,2024-05-01 03:13:20
1011,view,2024-05-01 03:14:40
1011,view,2024-05-01 03:15:42
1011,view,2024-05-01 03:16:49
1011,click,2024-05-01 03:17:12
1011,view,2024-05-01 03:20:14
1011,view,2024-05-01 03:20:41
1011,click,2024-05-01 03:21:07
1011,view,2024-05-01 11:16:58
1011,view,2024-05-01 11:19:10
1011,click,2024-05-01 11:19:59
1011,view,2024-05-01 11:21:09
1011,view,2024-05-01 11:22:05
1011,click,2024-05-01 11:22:51
1011,view,2024-05-01 11:23:52
1011,click,2024-05-02 02:38:57
1011,click,2024-05-02 02:39:13
1011,view,2024-05-02 02:39:47
1011,click,2024-05-02 02:40:24
1011,view,2024-05-02 02:40:59
1011,view,2024-05-02 02:41:10
1011,view,2024-05-02 02:42:19
1011,view,2024-05-02 02:45:29
1011,view,2024-05-02 14:49:19
1011,view,2024-05-02 14:50:28
1011,view,2024-05-02 14:51:16
1011,click,2024-05-02 14:53:39
1011,purchase,2024-05-02 14:54:09
1011,view,2024-05-02 14:56:18
1011,view,2024-05-02 14:56:54
1011,purchase,2024-05-02 14:57:42
1011,view,2024-05-02 14:57:59
1011,view,2024-05-02 18:33:24
1011,purchase,2024-05-02 18:38:42
1011,view,2024-05-02 18:40:13
1011,click,2024-05-02 18:40:30
1011,view,2024-05-03 03:00:12
1011,view,2024-05-03 03:01:58
1011,view,2024-05-03 03:02:03
1011,purchase,2024-05-03 03:02:12
1011,view,2024-05-03 03:04:46
1011,click,2024-05-03 03:05:15
1011,view,2024-05-03 03:05:26
1011,click,2024-05-03 03:06:58
1011,view,2024-05-03 08:00:47
1011,click,2024-05-03 08:02:43
1011,view,2024-05-03 08:02:57
1011,view,2024-05-03 08:03:45
1011,view,2024-05-03 08:03:51
1011,view,2024-05-03 08:04:03
1011,view,2024-05-03 08:07:02
1011,click,2024-05-03 08:08:19
1011,view,2024-05-03 08:22:19
1011,click,2024-05-03 08:23:41
1011,click,2024-05-03 08:25:48
1011,view,2024-05-03 13:01:15
1011,view,2024-05-03 13:03:56
1011,view,2024-05-03 13:03:59
1011,view,2024-05-03 13:06:53
1011,view,2024-05-03 13:09:07
1011,click,2024-05-03 13:09:24
1011,click,2024-05-03 13:10:06
1011,purchase,2024-05-04 06:24:35
1011,view,2024-05-04 06:24:36
1011,view,2024-05-04 06:24:55
1011,view,2024-05-04 06:25:10
1011,view,2024-05-04 06:30:40
1011,view,2024-05-04 06:31:39
1011,view,2024-05-04 06:32:24
1011,click,2024-05-04 06:32:47
1011,purchase,2024-05-04 06:32:51
1011,view,2024-05-04 13:29:31
1011,click,2024-05-04 13:30:29
1011,view,2024-05-04 13:31:07
1011,click,2024-05-04 13:32:05
