user_id,count_click,count_view,count_purchase,avg,first_event,last_event
1054,22,41,2,0 days 02:12:45.593750,2024-05-01 08:39:11,2024-05-07 06:15:49
1055,4,13,3,0 days 05:37:24.947368421,2024-05-01 12:59:34,2024-05-05 23:50:28
1056,9,20,1,0 days 04:02:40.689655172,2024-05-01 05:22:58,2024-05-06 02:40:38
1057,17,35,7,0 days 01:38:17.327586206,2024-05-02 20:08:00,2024-05-06 19:08:45
1058,22,42,6,0 days 02:19:55.173913043,2024-05-01 05:49:48,2024-05-07 22:44:15
1059,15,33,7,0 days 02:42:42.425925925,2024-05-01 07:01:34,2024-05-07 09:27:45
1060,19,39,6,0 days 02:28:23.730158730,2024-05-01 08:15:29,2024-05-07 20:04:24
1061,19,47,4,0 days 01:46:44.927536231,2024-05-01 06:41:51,2024-05-06 09:27:31
1062,36,54,9,0 days 01:25:30.112244897,2024-05-01 11:04:18,2024-05-07 06:43:29
1063,15,24,3,0 days 03:19:35.926829268,2024-05-01 20:42:06,2024-05-07 13:05:39
1064,23,28,6,0 days 01:31:51.303571428,2024-05-04 02:04:21,2024-05-07 15:48:14
1065,23,39,2,0 days 02:02:42.396825396,2024-05-01 02:10:47,2024-05-06 11:01:18
1066,15,30,9,0 days 02:45:52.735849056,2024-05-01 01:21:16,2024-05-07 03:52:51
1067,11,39,4,0 days 01:25:35.735849056,2024-05-03 16:53:14,2024-05-06 20:29:48
1068,22,39,12,0 days 02:14:31.944444444,2024-05-01 00:01:18,2024-05-07 17:27:38
1069,21,32,5,0 days 02:16:54.701754385,2024-05-01 05:49:06,2024-05-06 15:53:04
1070,6,5,0,0 days 06:43:44.500000,2024-05-01 04:08:10,2024-05-03 23:25:35
1071,26,37,7,0 days 01:50:00.942028985,2024-05-01 17:25:54,2024-05-06 23:56:59
1072,21,33,3,0 days 02:38:18.875000,2024-05-01 04:31:13,2024-05-07 08:16:50
1073,12,24,3,0 days 03:20:17.289473684,2024-05-01 03:36:01,2024-05-06 10:26:58
1074,17,44,6,0 days 02:15:00.545454545,2024-05-01 03:05:19,2024-05-07 07:35:55
1075,24,42,7,0 days 02:10:37.138888888,2024-05-01 04:06:44,2024-05-07 16:51:18
1076,14,34,1,0 days 01:49:17.729166666,2024-05-01 07:35:58,2024-05-04 23:02:09
1077,17,36,4,0 days 02:18:51.142857142,2024-05-01 17:41:38,2024-05-07 03:17:22
1078,15,19,5,0 days 04:18:50.394736842,2024-05-01 00:05:54,2024-05-07 20:01:49
1079,11,16,4,0 days 03:25:09.266666666,2024-05-03 07:05:20,2024-05-07 13:39:58
1080,12,37,13,0 days 02:01:34.868852459,2024-05-02 12:06:58,2024-05-07 15:43:25
1081,25,38,4,0 days 01:50:54.363636363,2024-05-02 11:32:46,2024-05-07 13:32:34
1082,7,26,3,0 days 03:25:54.371428571,2024-05-01 01:43:52,2024-05-06 01:50:35
1083,24,50,4,0 days 01:56:06.051948051,2024-05-01 02:56:31,2024-05-07 07:56:17
1084,15,18,1,0 days 03:06:09.121212121,2024-05-03 04:09:21,2024-05-07 10:32:22
1085,21,48,5,0 days 02:08:51.520547945,2024-05-01 04:19:14,2024-05-07 17:05:55
1086,17,31,9,0 days 01:47:10.107142857,2024-05-02 05:43:54,2024-05-06 09:45:20
1087,5,16,2,0 days 02:46:09.227272727,2024-05-03 01:30:18,2024-05-05 14:25:41
1088,27,30,7,0 days 02:31:50.539682539,2024-05-01 02:40:30,2024-05-07 18:06:34
1089,17,61,7,0 days 01:13:42.190476190,2024-05-01 06:11:16,2024-05-05 13:22:20
1090,5,9,2,0 days 07:08:57.733333333,2024-05-01 09:50:40,2024-05-05 21:05:06
1091,17,53,7,0 days 02:01:42.157894736,2024-05-01 02:37:39,2024-05-07 12:47:03
1092,23,33,5,0 days 02:41:05.650000,2024-05-01 00:10:29,2024-05-07 17:16:08
1093,5,13,1,0 days 05:50:16,2024-05-01 15:01:39,2024-05-06 00:06:27
1094,16,32,7,0 days 02:33:41.037037037,2024-05-02 04:11:01,2024-05-07 22:29:57
1095,18,32,1,0 days 02:59:19.820000,2024-05-01 10:29:15,2024-05-07 15:55:46
1096,13,26,1,0 days 01:31:10.051282051,2024-05-01 09:42:15,2024-05-03 20:57:47
1097,17,55,3,0 days 01:46:47.905405405,2024-05-02 10:30:15,2024-05-07 22:13:20
1098,20,46,13,0 days 01:56:33.346153846,2024-05-01 13:35:29,2024-05-07 21:06:50
1099,19,27,5,0 days 02:35:51.800000,2024-05-02 08:32:57,2024-05-07 18:26:07
1100,25,72,7,0 days 01:25:30.854368932,2024-05-01 09:17:59,2024-05-07 12:05:57
1101,15,34,9,0 days 02:12:18.929824561,2024-05-02 02:55:16,2024-05-07 08:37:15
1102,20,28,4,0 days 02:40:45.215686274,2024-05-01 15:39:50,2024-05-07 08:18:16
1103,27,57,6,0 days 01:41:49.404494382,2024-05-01 05:49:24,2024-05-07 12:51:41
1104,13,25,0,0 days 03:00:31.945945945,2024-05-02 11:11:53,2024-05-07 02:31:35
1105,22,33,2,0 days 02:22:43.107142857,2024-05-01 10:17:30,2024-05-06 23:29:44
1106,11,28,4,0 days 03:07:25.119047619,2024-05-01 16:14:10,2024-05-07 03:25:45
1107,22,38,9,0 days 02:17:57.691176470,2024-05-01 10:22:52,2024-05-07 22:44:15
1108,23,30,9,0 days 02:00:17.967213114,2024-05-01 10:10:29,2024-05-06 12:28:45
1109,8,14,6,0 days 02:53:30.111111111,2024-05-01 07:09:12,2024-05-04 13:13:45
1110,19,54,10,0 days 01:18:56.268292682,2024-05-01 20:15:14,2024-05-06 08:08:08
1111,14,28,4,0 days 02:16:35.955555555,2024-05-03 15:56:47,2024-05-07 22:23:45
1112,19,56,10,0 days 01:50:38.369047619,2024-05-01 04:07:46,2024-05-07 15:01:29
1113,15,37,3,0 days 02:10:11.166666666,2024-05-01 09:55:10,2024-05-06 07:05:13
1114,13,24,3,0 days 01:49:28.179487179,2024-05-03 19:17:27,2024-05-06 18:26:46
1115,14,32,4,0 days 01:32:30.020408163,2024-05-01 16:00:03,2024-05-04 19:32:34
1116,19,56,7,0 days 01:37:15.493827160,2024-05-01 20:08:07,2024-05-07 07:26:02
1117,23,54,4,0 days 02:03:19.225000,2024-05-01 00:23:19,2024-05-07 20:48:57
1118,28,32,7,0 days 02:12:23.393939393,2024-05-01 17:39:28,2024-05-07 19:17:12
1119,25,51,11,0 days 01:29:19.395348837,2024-05-01 11:49:57,2024-05-06 19:51:45
1120,10,31,4,0 days 03:39:46.750000,2024-05-01 01:33:16,2024-05-07 18:43:33
1121,21,46,7,0 days 01:54:21.287671232,2024-05-02 00:10:11,2024-05-07 19:18:05
1122,9,19,3,0 days 03:19:13.300000,2024-05-02 06:16:40,2024-05-06 09:53:19
1123,19,33,4,0 days 02:37:53.872727272,2024-05-01 20:20:57,2024-05-07 21:05:20
1124,18,39,5,0 days 02:29:42.344262295,2024-05-01 10:35:35,2024-05-07 18:47:38
1125,27,51,7,0 days 01:42:30.988095238,2024-05-01 19:03:40,2024-05-07 18:35:03
1126,10,33,8,0 days 02:07:26.540000,2024-05-02 21:41:02,2024-05-07 07:53:09
1127,21,47,6,0 days 01:55:22.931506849,2024-05-01 08:55:38,2024-05-07 05:18:32
1128,22,38,12,0 days 01:32:33.197183098,2024-05-01 13:38:01,2024-05-06 03:09:18
1129,24,52,13,0 days 01:31:33.125000,2024-05-01 21:24:27,2024-05-07 11:41:02
1130,24,46,8,0 days 02:04:11.519480519,2024-05-01 04:23:16,2024-05-07 19:46:03
1131,17,33,5,0 days 01:49:02.870370370,2024-05-01 12:36:08,2024-05-05 14:44:43
1132,20,37,3,0 days 02:41:17.677966101,2024-05-01 00:54:58,2024-05-07 15:31:21
1133,15,41,11,0 days 02:11:46.560606060,2024-05-01 21:15:26,2024-05-07 22:12:39
1134,7,15,4,0 days 02:22:48.960000,2024-05-02 12:48:20,2024-05-05 00:18:44
1135,28,42,8,0 days 02:01:34.415584415,2024-05-01 08:11:18,2024-05-07 20:12:28
1136,17,24,6,0 days 02:24:43.065217391,2024-05-01 18:43:49,2024-05-06 09:40:50
1137,17,19,5,0 days 03:34:33.125000,2024-05-01 07:40:54,2024-05-07 06:42:59
1138,9,16,4,0 days 02:14:51.250000,2024-05-04 03:01:16,2024-05-06 17:57:11
1139,2,26,2,0 days 02:46:37.310344827,2024-05-04 11:48:23,2024-05-07 20:20:25
1140,22,37,9,0 days 02:00:22.223880597,2024-05-01 22:35:02,2024-05-07 12:59:51
1141,22,38,9,0 days 01:43:48.617647058,2024-05-02 13:40:53,2024-05-07 11:19:59
1142,19,48,6,0 days 02:17:14,2024-05-01 00:57:30,2024-05-07 21:38:18
1143,28,51,11,0 days 01:31:12.573033707,2024-05-01 03:56:12,2024-05-06 19:13:51
1144,27,44,7,0 days 01:54:53.428571428,2024-05-01 00:10:46,2024-05-07 03:37:20
1145,27,52,6,0 days 01:54:11.142857142,2024-05-01 02:57:54,2024-05-07 18:49:30
1146,41,72,13,0 days 01:12:30.600000,2024-05-01 05:47:19,2024-05-07 12:51:04
1147,23,49,6,0 days 01:46:11.298701298,2024-05-02 00:39:49,2024-05-07 16:56:19
1148,21,47,9,0 days 01:55:10.407894736,2024-05-01 01:54:10,2024-05-07 03:47:21
1149,21,25,9,0 days 02:11:59.222222222,2024-05-02 07:34:36,2024-05-07 06:21:54
1150,21,36,2,0 days 02:47:26.172413793,2024-05-01 03:32:02,2024-05-07 21:23:20
1151,27,63,13,0 days 01:37:32.235294117,2024-05-01 00:47:42,2024-05-07 22:36:30
1152,20,39,8,0 days 02:11:16.939393939,2024-05-01 06:15:15,2024-05-07 06:39:53
1153,30,63,7,0 days 01:25:44.666666666,2024-05-01 01:10:04,2024-05-06 22:38:46
1154,12,25,4,0 days 03:54:40.175000,2024-05-01 05:13:57,2024-05-07 17:40:44
1155,15,40,6,0 days 01:50:22.200000,2024-05-03 02:31:11,2024-05-07 16:53:23
1156,18,29,4,0 days 02:19:15.220000,2024-05-01 16:41:15,2024-05-06 12:43:56
1157,28,64,9,0 days 01:31:34.980000,2024-05-01 13:23:36,2024-05-07 22:01:54
1158,9,18,1,0 days 05:02:55.592592592,2024-05-01 18:45:46,2024-05-07 11:04:47
1159,29,75,8,0 days 01:24:25.720720720,2024-05-01 01:00:58,2024-05-07 13:12:33
1160,34,66,10,0 days 01:17:25.880733944,2024-05-01 06:25:09,2024-05-07 03:05:10
1161,21,25,7,0 days 03:03:18.115384615,2024-05-01 06:37:11,2024-05-07 21:28:53
1162,28,30,11,0 days 02:14:26.014705882,2024-05-01 10:34:53,2024-05-07 18:56:22
1163,21,56,9,0 days 01:36:10.941176470,2024-05-02 06:11:40,2024-05-07 22:27:10
1164,14,42,3,0 days 02:31:30.137931034,2024-05-01 15:44:57,2024-05-07 18:12:05
1165,14,24,4,0 days 03:24:01.585365853,2024-05-01 16:28:26,2024-05-07 11:53:31
1166,9,17,2,0 days 04:53:47.629629629,2024-05-01 15:52:03,2024-05-07 04:04:29
1167,11,29,3,0 days 03:40:16.333333333,2024-05-01 08:06:10,2024-05-07 18:17:36
1168,15,12,3,0 days 03:40:52.586206896,2024-05-03 09:44:13,2024-05-07 20:29:38
1169,30,34,5,0 days 01:36:18.308823529,2024-05-03 04:46:18,2024-05-07 17:55:03
1170,6,19,6,0 days 03:43:26.966666666,2024-05-01 14:07:20,2024-05-06 05:50:49
1171,19,36,7,0 days 02:00:03.262295081,2024-05-01 14:40:02,2024-05-06 16:43:21
1172,28,74,12,0 days 01:16:29.876106194,2024-05-01 16:24:03,2024-05-07 16:28:19
1173,18,38,6,0 days 02:20:26.163934426,2024-05-01 18:38:19,2024-05-07 17:24:55
1174,13,33,9,0 days 02:25:35.592592592,2024-05-01 09:24:16,2024-05-06 20:26:18
1175,25,32,6,0 days 02:25:05.048387096,2024-05-01 00:08:45,2024-05-07 06:03:58
1176,25,41,7,0 days 01:51:55.152777777,2024-05-02 04:44:19,2024-05-07 19:02:30
1177,27,42,5,0 days 01:43:14.972602739,2024-05-01 13:52:26,2024-05-06 19:29:39
1178,18,32,7,0 days 02:19:04.589285714,2024-05-02 04:01:02,2024-05-07 13:49:19
1179,8,34,4,0 days 02:25:32.511111111,2024-05-02 08:49:58,2024-05-06 21:59:21
1180,11,33,3,0 days 02:51:38.108695652,2024-05-01 10:07:24,2024-05-06 21:42:37
1181,10,9,9,0 days 04:51:33.111111111,2024-05-02 04:40:45,2024-05-07 15:52:39
1182,13,39,14,0 days 01:58:07.953846153,2024-05-01 11:45:11,2024-05-06 19:43:48
1183,16,42,6,0 days 02:27:08.809523809,2024-05-01 02:09:37,2024-05-07 12:39:52
1184,4,10,4,0 days 06:17:33.764705882,2024-05-01 21:38:17,2024-05-06 08:36:51
1185,17,32,3,0 days 03:08:48.980392156,2024-05-01 01:25:39,2024-05-07 17:55:17
1186,15,23,3,0 days 03:44:40.325000,2024-05-01 00:54:27,2024-05-07 06:41:20
1187,29,61,7,0 days 01:27:17.541666666,2024-05-02 02:34:54,2024-05-07 22:14:58
1188,18,18,3,0 days 03:12:04.684210526,2024-05-01 11:43:20,2024-05-06 13:22:18
1189,17,45,7,0 days 01:39:37.970588235,2024-05-02 01:19:48,2024-05-06 18:14:50
1190,26,55,7,0 days 01:13:26.494252873,2024-05-01 17:30:19,2024-05-06 03:59:44
1191,33,66,9,0 days 01:19:10.551401869,2024-05-01 16:49:14,2024-05-07 14:01:03
1192,10,18,2,0 days 04:30:48.758620689,2024-05-01 03:00:16,2024-05-06 13:53:50
1193,11,35,3,0 days 03:19:03.750000,2024-05-01 00:05:16,2024-05-07 15:20:16
1194,13,23,3,0 days 02:59:53.684210526,2024-05-01 05:06:03,2024-05-05 23:02:03
1195,18,30,11,0 days 02:38:58.672413793,2024-05-01 05:02:46,2024-05-07 14:43:29
1196,4,18,1,0 days 04:04:27.863636363,2024-05-03 17:55:29,2024-05-07 11:33:42
1197,28,39,8,0 days 02:05:06.783783783,2024-05-01 06:03:06,2024-05-07 16:21:28
1198,9,29,4,0 days 03:30:16.731707317,2024-05-01 06:20:11,2024-05-07 06:01:37
1199,10,18,3,0 days 04:15:31.033333333,2024-05-01 04:25:29,2024-05-06 12:11:00
1200,21,34,5,0 days 01:58:20.677966101,2024-05-02 15:31:40,2024-05-07 11:54:00
1201,27,37,3,0 days 01:57:44.787878787,2024-05-01 17:00:56,2024-05-07 02:32:12
1202,18,29,4,0 days 02:09:30.460000,2024-05-03 06:15:10,2024-05-07 18:10:33
1203,8,26,3,0 days 04:28:28.083333333,2024-05-01 01:30:35,2024-05-07 18:35:26
1204,11,18,0,0 days 03:55:22.964285714,2024-05-02 05:45:11,2024-05-06 19:35:54
1205,11,25,3,0 days 01:40:23.789473684,2024-05-03 03:20:28,2024-05-05 18:55:32
1206,8,25,4,0 days 03:47:25.777777777,2024-05-01 01:05:25,2024-05-06 17:32:53
1207,10,35,4,0 days 02:51:21.145833333,2024-05-01 21:20:41,2024-05-07 14:25:36
1208,6,16,3,0 days 05:41:54.666666666,2024-05-01 07:27:10,2024-05-07 00:13:02
1209,20,27,3,0 days 03:10:19.469387755,2024-05-01 10:48:59,2024-05-07 22:14:53
1210,11,22,4,0 days 03:33:31.027777777,2024-05-02 05:35:38,2024-05-07 13:42:15
1211,8,14,1,0 days 04:15:22.318181818,2024-05-03 23:14:29,2024-05-07 20:52:40
1212,13,49,7,0 days 02:19:53.485294117,2024-05-01 03:43:31,2024-05-07 18:16:08
1213,21,56,10,0 days 01:51:49.709302325,2024-05-01 05:16:16,2024-05-07 21:33:31
1214,42,58,7,0 days 01:25:30.698113207,2024-05-01 01:01:18,2024-05-07 08:05:32
1215,17,40,6,0 days 02:32:52.387096774,2024-05-01 00:28:25,2024-05-07 14:26:33
1216,21,36,8,0 days 02:09:22.546875,2024-05-01 19:57:05,2024-05-07 13:57:08
1217,17,31,9,0 days 02:16:48.821428571,2024-05-01 11:32:56,2024-05-06 19:14:30
1218,9,17,4,0 days 04:10:47.965517241,2024-05-02 02:27:31,2024-05-07 03:40:42
1219,19,52,10,0 days 01:28:56.625000,2024-05-02 20:45:51,2024-05-07 19:21:21
1220,15,28,4,0 days 01:27:19,2024-05-03 20:46:48,2024-05-06 15:43:22
1221,19,39,9,0 days 02:01:00.848484848,2024-05-02 07:25:16,2024-05-07 20:32:12
1222,20,64,15,0 days 01:38:36.693877551,2024-05-01 01:22:25,2024-05-07 18:26:21
1223,21,51,8,0 days 01:36:16.392405063,2024-05-02 14:42:18,2024-05-07 21:27:53
1224,15,35,4,0 days 02:13:11.094339622,2024-05-01 17:50:46,2024-05-06 15:29:34
1225,23,44,9,0 days 01:22:33.666666666,2024-05-01 08:55:01,2024-05-05 16:07:06
1226,15,78,6,0 days 01:36:29.663265306,2024-05-01 06:19:20,2024-05-07 19:55:47
1227,11,32,11,0 days 02:37:14.698113207,2024-05-02 01:56:45,2024-05-07 20:50:44
1228,25,54,6,0 days 01:52:09.666666666,2024-05-01 09:32:32,2024-05-07 22:34:04
1229,7,17,4,0 days 04:20:14.222222222,2024-05-02 05:14:43,2024-05-07 02:21:07
1230,23,37,12,0 days 02:17:07.422535211,2024-05-01 03:10:07,2024-05-07 21:25:54
1231,19,28,7,0 days 01:48:30.849056603,2024-05-03 12:27:40,2024-05-07 12:18:55
1232,28,51,9,0 days 01:46:21.862068965,2024-05-01 05:35:03,2024-05-07 15:48:45
1233,8,31,4,0 days 03:29:02.571428571,2024-05-01 08:37:02,2024-05-07 10:56:50
1234,8,19,4,0 days 03:55:02.466666666,2024-05-01 18:11:18,2024-05-06 15:42:32
1235,25,34,7,0 days 02:02:45.261538461,2024-05-01 11:42:05,2024-05-07 00:41:07
1236,21,33,6,0 days 02:33:01.610169491,2024-05-01 02:17:14,2024-05-07 08:45:49
1237,11,27,1,0 days 03:39:15.684210526,2024-05-01 03:03:59,2024-05-06 21:55:55
1238,19,50,11,0 days 01:05:14.367088607,2024-05-03 05:12:24,2024-05-06 19:06:19
1239,17,19,7,0 days 03:27:13.142857142,2024-05-01 18:10:43,2024-05-07 19:13:55
1240,13,20,2,0 days 04:19:41.294117647,2024-05-01 14:13:35,2024-05-07 17:22:59
1241,14,39,4,0 days 01:58:58.017857142,2024-05-02 04:19:13,2024-05-06 19:21:22
1242,12,36,6,0 days 02:57:18.283018867,2024-05-01 04:08:23,2024-05-07 16:45:32
1243,7,16,2,0 days 03:38:34.500000,2024-05-01 00:37:31,2024-05-04 16:03:19
1244,9,20,5,0 days 02:13:43.212121212,2024-05-03 00:06:20,2024-05-06 01:39:06
1245,23,36,4,0 days 02:20:09.725806451,2024-05-01 16:39:17,2024-05-07 17:29:20
1246,20,47,5,0 days 02:07:10.323943661,2024-05-01 07:54:31,2024-05-07 14:23:44
1247,7,18,3,0 days 05:06:58.407407407,2024-05-01 23:45:24,2024-05-07 17:53:41
1248,13,38,8,0 days 01:58:07.241379310,2024-05-02 20:16:18,2024-05-07 14:27:18
1249,22,38,3,0 days 01:36:56.790322580,2024-05-01 18:24:00,2024-05-05 22:34:41
1250,18,53,8,0 days 02:06:56.884615384,2024-05-01 01:02:30,2024-05-07 22:04:27
1251,22,44,6,0 days 01:47:51.887323943,2024-05-01 12:02:33,2024-05-06 19:40:57
1252,16,27,6,0 days 02:50:51.875000,2024-05-01 22:27:07,2024-05-07 15:08:37
1253,20,38,7,0 days 02:08:31.734375,2024-05-02 04:48:18,2024-05-07 21:54:09
1254,14,14,2,0 days 04:17:11.793103448,2024-05-01 23:11:38,2024-05-07 03:30:20
1255,16,36,6,0 days 02:46:17.473684210,2024-05-01 02:18:40,2024-05-07 16:17:16
1256,22,36,9,0 days 02:05:35.287878787,2024-05-02 03:31:40,2024-05-07 21:40:29
1257,12,39,4,0 days 02:33:04.129629629,2024-05-02 01:16:51,2024-05-07 19:02:34
1258,21,39,8,0 days 02:03:32.194029850,2024-05-01 05:57:55,2024-05-06 23:54:52
1259,23,58,7,0 days 01:45:38.344827586,2024-05-01 07:31:19,2024-05-07 16:41:55
1260,14,42,8,0 days 02:19:15.158730158,2024-05-01 10:01:14,2024-05-07 12:14:09
1261,23,52,7,0 days 01:34:26.481481481,2024-05-02 13:39:20,2024-05-07 21:09:05
1262,12,25,1,0 days 03:31:57.945945945,2024-05-02 01:17:58,2024-05-07 12:00:42
1263,39,51,17,0 days 01:25:28.009433962,2024-05-01 09:25:58,2024-05-07 16:25:27
1264,14,22,7,0 days 02:12:18.452380952,2024-05-02 16:37:54,2024-05-06 13:14:49
1265,14,32,1,0 days 03:17:08.782608695,2024-05-01 08:54:07,2024-05-07 16:02:51
1266,24,50,8,0 days 01:59:13.358024691,2024-05-01 02:40:48,2024-05-07 19:37:50
1267,27,63,8,0 days 01:31:36.628865979,2024-05-01 04:21:15,2024-05-07 08:27:28
1268,14,35,10,0 days 01:54:41.172413793,2024-05-02 02:19:18,2024-05-06 17:11:06
1269,18,26,5,0 days 02:38:16.770833333,2024-05-02 02:47:42,2024-05-07 09:25:07
1270,20,33,6,0 days 01:54:18.775862068,2024-05-03 03:00:27,2024-05-07 17:30:36
1271,12,19,1,0 days 04:00:57.161290322,2024-05-01 22:59:24,2024-05-07 03:28:56
1272,27,42,12,0 days 02:00:05.262500,2024-05-01 01:06:23,2024-05-07 17:13:24
1273,11,18,2,0 days 03:25:41.400000,2024-05-01 03:38:50,2024-05-05 10:29:32
1274,14,53,4,0 days 02:18:51.485714285,2024-05-01 03:07:55,2024-05-07 21:07:59
1275,8,19,4,0 days 04:03:20.400000,2024-05-01 14:57:54,2024-05-06 16:38:06
1276,28,65,8,0 days 01:33:01.400000,2024-05-01 00:38:51,2024-05-07 11:41:11
1277,10,22,1,0 days 02:30:20.531250,2024-05-03 18:32:54,2024-05-07 02:43:51
1278,13,30,6,0 days 02:03:02.250000,2024-05-01 14:33:53,2024-05-05 16:59:41
1279,20,33,7,0 days 02:40:21.508474576,2024-05-01 07:05:32,2024-05-07 20:46:41
1280,18,38,7,0 days 02:23:56.790322580,2024-05-01 13:26:02,2024-05-07 18:10:43
1281,17,47,6,0 days 02:16:59.913043478,2024-05-01 07:48:04,2024-05-07 21:20:58
1282,18,27,6,0 days 03:01:01.120000,2024-05-01 07:54:25,2024-05-07 14:45:21
1283,22,38,8,0 days 01:40:17.104477611,2024-05-02 02:20:03,2024-05-06 18:19:09
1284,26,59,9,0 days 01:24:55.505376344,2024-05-02 05:07:05,2024-05-07 16:45:07
