order_id,user_id,created_at,total_amount
308,112,2024-06-07 19:08:00,112
309,99,2024-05-30 12:17:00,293
310,153,2024-05-16 20:01:00,74
311,93,2024-05-07 23:14:00,139
312,146,2024-05-09 13:22:00,124
313,128,2024-05-15 13:05:00,343
314,110,2024-06-09 03:20:00,435
315,82,2024-06-27 09:23:00,440
316,194,2024-05-09 14:27:00,259
317,54,2024-07-09 02:35:00,467
318,163,2024-05-28 02:56:00,396
319,189,2024-05-01 09:34:00,66
320,169,2024-05-16 13:56:00,177
321,161,2024-05-10 21:53:00,476
322,68,2024-06-28 13:24:00,492
323,33,2024-06-21 18:02:00,413
324,142,2024-06-21 04:45:00,300
325,21,2024-06-02 05:13:00,228
326,48,2024-06-07 18:40:00,231
327,148,2024-06-04 15:14:00,201
328,128,2024-06-28 22:04:00,74
329,136,2024-05-14 16:57:00,229
330,135,2024-06-19 18:47:00,247
331,195,2024-06-22 23:37:00,393
332,145,2024-06-09 17:29:00,210
333,128,2024-05-04 01:16:00,226
334,33,2024-05-29 15:22:00,334
335,176,2024-05-21 22:32:00,112
336,187,2024-06-05 12:19:00,199
337,115,2024-06-11 16:15:00,203
338,119,2024-06-01 03:52:00,205
339,22,2024-05-15 06:51:00,419
340,158,2024-06-27 20:05:00,98
341,38,2024-05-09 14:10:00,386
342,109,2024-06-06 11:33:00,133
343,51,2024-05-13 02:49:00,410
344,182,2024-06-06 07:10:00,226
345,8,2024-05-30 00:03:00,197
346,27,2024-06-29 00:20:00,167
347,27,2024-06-05 18:09:00,391
348,21,2024-06-01 19:07:00,112
349,30,2024-06-06 11:34:00,238
350,97,2024-05-06 08:36:00,409
351,28,2024-05-13 20:30:00,98
352,111,2024-05-24 18:40:00,376
353,192,2024-06-22 01:12:00,306
354,197,2024-06-02 00:04:00,273
355,61,2024-06-05 03:45:00,190
356,48,2024-05-06 13:15:00,264
357,147,2024-06-26 05:08:00,484
358,4,2024-06-22 15:44:00,428
359,35,2024-06-03 01:06:00,489
360,192,2024-05-20 00:43:00,260
361,49,2024-06-02 19:47:00,367
362,17,2024-06-08 16:55:00,81
363,172,2024-05-28 02:23:00,207
364,158,2024-05-03 03:09:00,334
365,46,2024-06-10 08:24:00,354
366,117,2024-05-23 02:25:00,478
367,6,2024-06-30 14:53:00,335
368,99,2024-06-08 22:49:00,193
369,124,2024-07-07 02:20:00,473
370,37,2024-06-11 14:34:00,68
371,24,2024-05-24 01:06:00,67
372,93,2024-07-03 09:27:00,306
373,46,2024-07-03 08:45:00,127
374,181,2024-06-18 15:09:00,420
375,95,2024-05-31 17:22:00,224
376,99,2024-05-15 06:25:00,243
377,188,2024-06-07 21:36:00,162
378,116,2024-07-06 19:42:00,163
379,191,2024-07-08 10:27:00,271
380,160,2024-05-10 18:58:00,215
381,161,2024-07-02 15:48:00,484
382,67,2024-05-19 08:00:00,368
383,128,2024-06-05 05:38:00,181
384,18,2024-05-26 13:35:00,434
385,25,2024-05-18 04:58:00,313
386,54,2024-07-01 16:52:00,462
387,58,2024-05-18 05:14:00,104
388,67,2024-05-05 16:15:00,408
389,104,2024-06-28 14:14:00,180
390,174,2024-05-04 04:03:00,337
391,24,2024-06-28 09:29:00,315
392,114,2024-05-30 15:08:00,415
393,32,2024-06-07 17:05:00,211
394,175,2024-05-21 01:10:00,429
395,86,2024-05-14 14:05:00,136
396,151,2024-06-01 20:15:00,104
397,194,2024-07-09 00:50:00,337
398,127,2024-05-31 09:31:00,227
399,155,2024-06-01 23:50:00,440
400,130,2024-06-03 21:49:00,398
401,17,2024-06-17 19:03:00,57
402,104,2024-05-06 10:21:00,370
403,161,2024-07-07 02:53:00,362
404,137,2024-06-05 06:08:00,296
405,43,2024-06-16 20:34:00,372
406,176,2024-05-25 23:04:00,492
407,39,2024-06-01 14:02:00,304
408,170,2024-05-27 15:29:00,377
409,26,2024-05-22 10:47:00,103
410,99,2024-05-18 07:04:00,298
411,50,2024-06-30 05:26:00,288
412,153,2024-07-01 02:06:00,278
413,152,2024-06-13 02:52:00,116
414,13,2024-06-29 04:41:00,100
415,60,2024-06-29 22:40:00,146
416,135,2024-06-13 18:58:00,141
417,57,2024-05-16 08:24:00,313
418,36,2024-06-20 05:11:00,467
419,173,2024-06-08 07:17:00,340
420,20,2024-06-20 06:24:00,145
421,65,2024-05-04 15:44:00,137
422,8,2024-05-19 21:48:00,127
423,144,2024-05-02 06:09:00,337
424,142,2024-06-18 05:58:00,169
425,115,2024-05-30 05:42:00,351
426,143,2024-06-23 23:59:00,449
427,92,2024-05-29 15:36:00,214
428,98,2024-05-06 15:01:00,231
429,66,2024-06-04 15:27:00,447
430,32,2024-06-08 03:56:00,272
431,191,2024-05-02 02:48:00,360
432,86,2024-06-19 19:37:00,481
433,51,2024-06-17 22:15:00,56
434,153,2024-06-15 07:00:00,379
435,186,2024-06-02 01:04:00,312
436,63,2024-06-28 06:07:00,210
437,190,2024-06-29 17:48:00,200
438,125,2024-06-08 10:22:00,134
439,150,2024-05-29 22:27:00,196
440,58,2024-06-06 19:00:00,161
441,58,2024-05-19 18:39:00,430
442,86,2024-05-12 04:05:00,452
443,49,2024-05-14 22:02:00,85
444,180,2024-06-01 06:21:00,334
445,170,2024-05-10 05:40:00,237
446,70,2024-06-20 19:36:00,131
447,15,2024-06-14 11:24:00,51
448,54,2024-05-01 05:42:00,434
449,188,2024-05-28 21:41:00,352
450,101,2024-05-04 05:47:00,246
451,8,2024-05-07 18:56:00,453
452,53,2024-05-17 09:17:00,60
453,60,2024-06-21 17:31:00,283
454,108,2024-06-07 20:23:00,435
455,5,2024-07-02 09:42:00,244
456,103,2024-06-21 16:22:00,168
457,196,2024-05-28 17:20:00,445
458,6,2024-05-26 10:10:00,69
459,109,2024-06-21 16:18:00,310
460,116,2024-07-09 06:11:00,342
461,94,2024-05-17 11:00:00,471
462,47,2024-06-19 19:14:00,305
463,99,2024-05-16 11:55:00,271
464,55,2024-06-21 02:34:00,442
465,168,2024-05-24 22:33:00,275
466,52,2024-05-05 09:40:00,102
467,144,2024-06-15 20:46:00,477
468,13,2024-07-05 15:32:00,404
469,114,2024-07-01 14:17:00,391
470,124,2024-05-29 04:13:00,413
471,106,2024-07-03 19:11:00,329
472,158,2024-06-26 14:10:00,130
473,147,2024-06-05 20:49:00,251
474,145,2024-05-02 04:11:00,207
475,120,2024-06-30 04:31:00,169
476,63,2024-06-17 05:22:00,108
477,19,2024-07-07 21:17:00,264
478,92,2024-05-05 14:28:00,177
479,58,2024-05-02 07:37:00,273
480,183,2024-06-28 09:07:00,258
481,90,2024-05-20 13:31:00,419
482,117,2024-05-08 15:36:00,164
483,62,2024-05-24 06:23:00,258
484,23,2024-06-18 05:07:00,63
485,127,2024-05-01 12:40:00,58
486,137,2024-05-17 02:33:00,89
487,140,2024-05-01 00:36:00,499
488,129,2024-06-29 17:25:00,286
489,58,2024-05-27 05:25:00,330
490,122,2024-05-26 01:28:00,408
491,1,2024-06-05 12:46:00,250
492,34,2024-05-07 19:29:00,295
493,96,2024-05-19 14:59:00,327
494,126,2024-06-18 07:25:00,284
495,118,2024-05-15 06:12:00,53
496,48,2024-06-17 04:09:00,203
497,89,2024-05-18 18:04:00,491
498,117,2024-07-04 12:42:00,78
499,129,2024-05-16 17:25:00,158
500,16,2024-06-02 21:46:00,147
501,189,2024-05-11 08:46:00,264
502,192,2024-05-19 23:37:00,342
503,191,2024-05-20 16:06:00,124
504,69,2024-06-02 21:05:00,375
505,22,2024-05-06 01:14:00,195
506,93,2024-06-30 18:09:00,177
507,195,2024-05-12 20:11:00,390
508,76,2024-05-22 19:03:00,91
509,154,2024-06-17 13:09:00,405
510,144,2024-06-14 23:57:00,90
511,179,2024-05-11 17:00:00,471
512,86,2024-06-12 11:54:00,83
513,185,2024-07-01 08:20:00,66
514,29,2024-06-24 16:35:00,214
515,69,2024-07-09 04:07:00,202
516,47,2024-05-23 19:01:00,427
517,94,2024-05-10 08:49:00,125
518,190,2024-06-19 15:46:00,136
519,197,2024-05-28 05:31:00,166
520,144,2024-07-02 07:03:00,411
521,176,2024-05-16 18:30:00,391
522,85,2024-05-09 09:12:00,76
523,39,2024-05-10 18:45:00,362
524,100,2024-05-08 13:28:00,336
525,33,2024-07-03 09:40:00,183
526,101,2024-05-12 02:29:00,268
527,23,2024-05-27 09:56:00,217
528,10,2024-06-02 23:09:00,147
529,69,2024-06-02 13:37:00,317
530,100,2024-05-11 21:03:00,286
531,34,2024-05-11 09:35:00,358
532,180,2024-06-19 04:23:00,443
533,138,2024-06-18 12:01:00,222
534,147,2024-06-26 13:23:00,450
535,186,2024-06-26 09:20:00,459
536,96,2024-05-27 03:20:00,239
537,1,2024-06-06 01:57:00,171
538,69,2024-06-13 21:09:00,95
539,4,2024-05-27 00:56:00,113
540,16,2024-06-21 16:16:00,179
541,24,2024-06-14 06:27:00,359
542,80,2024-06-25 07:08:00,412
543,2,2024-06-17 15:09:00,242
544,128,2024-06-17 21:50:00,356
545,160,2024-05-21 10:02:00,230
546,84,2024-05-15 18:58:00,341
547,152,2024-06-15 07:54:00,420
548,140,2024-05-24 15:14:00,331
549,178,2024-06-19 20:09:00,78
550,163,2024-06-13 04:46:00,198
551,124,2024-05-15 01:12:00,316
552,33,2024-06-04 18:14:00,345
553,161,2024-05-23 05:36:00,60
554,189,2024-05-23 20:41:00,213
555,179,2024-05-23 03:30:00,162
556,171,2024-05-31 02:14:00,236
557,101,2024-07-04 01:29:00,344
558,12,2024-05-14 23:03:00,281
559,67,2024-05-22 06:02:00,276
560,65,2024-06-11 09:02:00,359
561,161,2024-07-06 23:36:00,147
562,168,2024-05-05 19:14:00,104
563,74,2024-05-19 18:42:00,160
564,43,2024-06-15 01:13:00,201
565,44,2024-05-12 21:01:00,295
566,29,2024-06-06 10:28:00,455
567,141,2024-05-23 19:45:00,118
568,12,2024-05-16 04:36:00,361
569,95,2024-07-07 00:33:00,338
570,46,2024-07-01 17:54:00,299
571,130,2024-06-19 19:46:00,85
572,35,2024-05-17 08:46:00,288
573,81,2024-06-30 07:03:00,197
574,90,2024-05-29 18:10:00,276
575,8,2024-06-21 16:02:00,293
576,93,2024-05-06 07:09:00,386
577,154,2024-06-05 08:25:00,495
578,90,2024-05-01 18:24:00,414
579,162,2024-05-06 11:11:00,250
580,115,2024-06-30 00:56:00,203
581,105,2024-07-06 05:00:00,499
582,135,2024-06-06 17:09:00,122
583,196,2024-05-28 12:32:00,250
584,58,2024-06-23 07:34:00,345
585,114,2024-05-28 10:34:00,66
586,75,2024-05-09 13:20:00,178
587,157,2024-05-04 10:26:00,266
588,120,2024-05-12 02:27:00,110
589,164,2024-05-28 19:59:00,476
590,21,2024-06-08 08:02:00,153
591,164,2024-07-08 03:58:00,91
592,138,2024-05-18 22:23:00,74
593,101,2024-06-02 13:46:00,88
594,152,2024-05-19 05:30:00,340
595,192,2024-06-04 09:23:00,180
596,177,2024-05-07 03:10:00,278
597,99,2024-05-30 01:23:00,157
598,36,2024-06-07 07:30:00,221
599,96,2024-06-27 01:14:00,484
600,152,2024-06-23 15:54:00,151
601,151,2024-06-15 09:06:00,403
602,190,2024-05-21 13:03:00,61
603,37,2024-05-01 15:08:00,324
604,12,2024-06-26 14:17:00,150
605,113,2024-06-16 09:15:00,93
606,183,2024-05-08 02:49:00,492
607,13,2024-07-02 02:33:00,354
608,23,2024-06-30 02:13:00,494
609,99,2024-05-16 04:25:00,66
610,105,2024-05-31 10:54:00,379
611,30,2024-06-29 09:23:00,106
612,17,2024-05-02 02:44:00,360
613,113,2024-05-04 10:10:00,352
614,62,2024-05-04 02:45:00,61
615,84,2024-05-22 08:44:00,367
616,112,2024-06-23 23:29:00,129
617,86,2024-06-21 01:12:00,265
618,141,2024-06-01 23:15:00,388
619,187,2024-05-27 14:37:00,313
620,19,2024-05-25 15:55:00,198
621,177,2024-06-08 11:42:00,130
622,100,2024-06-27 08:01:00,264
623,140,2024-06-11 01:53:00,423
624,189,2024-07-01 03:45:00,247
625,147,2024-06-05 09:25:00,249
626,76,2024-05-11 13:32:00,74
627,9,2024-05-10 11:23:00,138
628,199,2024-06-08 12:44:00,317
629,28,2024-06-01 21:59:00,192
630,128,2024-05-08 19:53:00,108
631,52,2024-06-15 12:00:00,459
632,83,2024-06-05 19:11:00,414
633,111,2024-06-02 20:09:00,75
634,144,2024-05-14 17:51:00,96
635,117,2024-05-23 10:32:00,337
636,69,2024-06-10 10:56:00,315
637,99,2024-07-07 04:13:00,65
638,140,2024-06-24 15:40:00,248
639,25,2024-05-12 13:33:00,450
640,180,2024-06-11 04:29:00,456
641,123,2024-05-28 02:28:00,331
642,53,2024-05-11 22:58:00,135
643,151,2024-06-16 00:47:00,299
644,144,2024-06-01 11:47:00,440
645,57,2024-06-29 23:25:00,319
646,39,2024-05-06 19:30:00,384
647,109,2024-05-20 19:07:00,166
648,181,2024-06-18 00:03:00,56
649,42,2024-06-16 04:13:00,186
650,186,2024-05-02 18:30:00,420
651,167,2024-06-24 16:25:00,225
652,142,2024-05-15 08:41:00,377
653,122,2024-06-02 21:35:00,364
654,133,2024-06-27 00:09:00,264
655,163,2024-05-08 01:58:00,131
656,75,2024-05-11 11:47:00,272
657,146,2024-05-13 11:24:00,421
658,76,2024-05-18 02:10:00,472
659,9,2024-07-07 20:28:00,451
660,74,2024-06-11 11:02:00,492
661,186,2024-05-03 16:44:00,152
662,145,2024-05-25 23:04:00,322
663,7,2024-07-06 07:21:00,63
664,174,2024-05-18 06:45:00,208
665,141,2024-05-03 09:41:00,201
666,168,2024-06-30 23:00:00,157
667,170,2024-07-09 03:20:00,237
668,137,2024-05-09 10:25:00,350
669,178,2024-05-30 23:06:00,147
670,27,2024-06-06 01:50:00,180
671,122,2024-06-06 22:36:00,342
672,194,2024-07-02 23:24:00,220
673,5,2024-05-16 08:23:00,473
674,29,2024-06-25 05:26:00,232
675,165,2024-06-25 16:11:00,413
676,166,2024-05-10 15:04:00,88
677,83,2024-05-28 01:32:00,64
678,136,2024-06-17 12:15:00,425
679,109,2024-06-07 11:43:00,53
680,65,2024-06-25 16:28:00,398
681,86,2024-06-28 09:20:00,458
682,145,2024-07-05 09:07:00,446
683,71,2024-05-04 09:03:00,259
684,45,2024-06-16 13:11:00,210
685,132,2024-05-10 01:29:00,65
686,36,2024-05-15 08:05:00,475
687,70,2024-06-07 16:28:00,157
688,159,2024-05-01 18:13:00,431
689,19,2024-06-29 02:57:00,499
690,189,2024-05-02 16:19:00,360
691,108,2024-05-13 12:57:00,276
692,182,2024-05-05 17:49:00,219
693,167,2024-06-12 16:52:00,83
694,91,2024-06-25 04:34:00,463
695,90,2024-07-04 12:02:00,300
696,19,2024-05-30 03:40:00,296
697,39,2024-06-12 00:58:00,318
698,126,2024-06-06 03:05:00,190
699,195,2024-06-09 04:01:00,323
700,173,2024-07-08 10:49:00,465
701,141,2024-06-02 20:54:00,145
702,126,2024-06-17 14:21:00,276
703,58,2024-06-19 08:16:00,428
704,148,2024-05-25 14:41:00,88
705,200,2024-05-31 16:27:00,351
706,61,2024-06-29 02:38:00,78
707,127,2024-06-05 14:37:00,495
708,105,2024-07-06 05:49:00,367
709,167,2024-06-18 18:41:00,294
710,1,2024-05-03 15:08:00,285
711,131,2024-05-28 11:00:00,234
712,92,2024-05-16 16:48:00,321
713,190,2024-05-09 03:13:00,489
714,191,2024-05-12 21:31:00,285
715,113,2024-07-01 14:43:00,288
716,153,2024-05-12 10:11:00,426
717,56,2024-06-18 07:53:00,315
718,161,2024-07-07 22:14:00,463
719,166,2024-05-22 16:13:00,458
720,117,2024-06-05 20:17:00,408
721,134,2024-06-01 13:20:00,389
722,58,2024-05-30 09:41:00,438
723,44,2024-06-12 06:19:00,114
724,173,2024-07-03 08:43:00,226
725,160,2024-07-02 09:26:00,52
726,173,2024-06-21 22:04:00,478
727,61,2024-06-19 03:57:00,191
728,47,2024-05-10 17:04:00,425
729,149,2024-05-05 10:25:00,207
730,80,2024-05-01 14:17:00,373
731,118,2024-06-04 06:35:00,195
732,164,2024-05-30 02:19:00,495
733,147,2024-06-21 16:39:00,342
734,20,2024-05-20 03:02:00,202
735,185,2024-07-06 16:37:00,481
